session_id,session_date,customer_id,store_id,device_type,browser_os,session_purchase_made,session_duration_minutes,session_pages_visited,session_quality_score
SESSION_0624,6/8/2024,408,402,mobile,Chrome|Android,FALSE,39,7,0.27
SESSION_0625,3/11/2024,313,402,tablet,Safari|iOS,FALSE,49,11,0.49
SESSION_0626,3/23/2024,369,403,desktop,Edge|Windows,FALSE,59,14,0.1
SESSION_0627,6/2/2024,311,404,desktop,Chrome|Windows,TRUE,38,5,0.11
SESSION_0628,5/16/2024,326,404,desktop,Safari|MacOS,FALSE,49,14,0.13
SESSION_0629,4/20/2024,383,404,desktop,Chrome|Windows,TRUE,32,3,0.41
SESSION_0630,4/20/2024,338,403,desktop,Firefox|MacOS,FALSE,53,12,0.3
SESSION_0631,6/6/2024,324,404,desktop,Chrome|Windows,FALSE,48,7,0.35
SESSION_0632,3/29/2024,313,404,desktop,Firefox|Windows,FALSE,58,15,0.32
SESSION_0633,3/10/2024,313,404,mobile,Safari|iOS,FALSE,68,13,0.32
SESSION_0634,4/17/2024,364,404,tablet,Safari|iOS,FALSE,58,13,0.32
SESSION_0635,4/1/2024,386,403,desktop,Chrome|MacOS,FALSE,62,11,0.11
SESSION_0636,5/5/2024,367,404,tablet,Safari|iOS,FALSE,54,11,0.32
SESSION_0637,5/10/2024,371,402,desktop,Edge|Windows,FALSE,44,8,0.41
SESSION_0638,3/30/2024,336,402,desktop,Chrome|Windows,TRUE,62,13,0.09
SESSION_0639,3/10/2024,424,404,desktop,Chrome|Windows,FALSE,60,12,0.32
SESSION_0640,4/9/2024,399,403,mobile,Safari|iOS,FALSE,54,13,0.44
SESSION_0641,6/9/2024,417,403,tablet,Safari|iOS,FALSE,48,7,0.09
SESSION_0642,4/27/2024,315,404,desktop,Chrome|Windows,FALSE,46,9,0.31
SESSION_0643,5/23/2024,309,403,desktop,Chrome|Windows,TRUE,37,12,0.28
SESSION_0644,4/17/2024,318,404,desktop,Chrome|Windows,TRUE,47,13,0.28
SESSION_0645,5/28/2024,379,403,desktop,Firefox|Windows,FALSE,46,8,0.28
SESSION_0646,3/24/2024,386,402,desktop,Safari|MacOS,FALSE,53,18,0.36
SESSION_0647,5/18/2024,420,404,tablet,Chrome|Android,TRUE,52,11,0.28
SESSION_0648,4/28/2024,305,404,desktop,Chrome|Windows,FALSE,37,5,0.28
SESSION_0649,3/24/2024,417,402,tablet,Chrome|Android,FALSE,50,12,0.36
SESSION_0650,3/18/2024,310,402,tablet,Safari|iOS,FALSE,68,8,0.31
SESSION_0651,3/7/2024,337,402,tablet,Safari|iOS,FALSE,73,22,0.53
SESSION_0652,6/4/2024,396,404,desktop,Firefox|Linux,TRUE,38,7,0.31
SESSION_0653,6/27/2024,338,403,desktop,Chrome|Windows,FALSE,39,8,
SESSION_0654,3/27/2024,414,403,desktop,Chrome|Windows,FALSE,57,11,0.36
SESSION_0655,3/25/2024,367,404,desktop,Chrome|Windows,TRUE,68,12,0.12
SESSION_0656,3/21/2024,361,404,desktop,Firefox|Linux,FALSE,53,14,0.35
SESSION_0657,6/29/2024,417,403,mobile,Chrome|iOS,TRUE,40,7,0.57
SESSION_0658,5/1/2024,316,404,desktop,Edge|Windows,TRUE,55,11,0.32
SESSION_0659,3/16/2024,429,404,desktop,Chrome|Windows,FALSE,73,16,0.35
SESSION_0660,3/8/2024,309,402,desktop,Firefox|Windows,FALSE,73,17,0.29
SESSION_0661,5/2/2024,348,404,mobile,Safari|iOS,TRUE,37,9,0.31
SESSION_0662,5/10/2024,366,403,mobile,Firefox|Android,TRUE,40,7,0.3
SESSION_0663,4/4/2024,423,404,desktop,Safari|MacOS,FALSE,64,17,0.59
SESSION_0664,6/30/2024,301,403,mobile,Safari|iOS,FALSE,25,3,0.12
SESSION_0665,5/9/2024,417,402,desktop,Edge|Windows,FALSE,45,8,0.48
SESSION_0666,4/15/2024,430,402,desktop,Chrome|Windows,FALSE,37,7,0.42
SESSION_0667,3/2/2024,361,402,mobile,Chrome|iOS,FALSE,76,16,0.32
SESSION_0668,3/3/2024,417,404,desktop,Chrome|Windows,FALSE,65,16,0.32
SESSION_0669,6/17/2024,309,404,desktop,Firefox|iOS,FALSE,17,7,0.38
SESSION_0670,3/18/2024,337,403,desktop,Safari|MacOS,FALSE,64,15,0.49
SESSION_0671,5/21/2024,375,404,desktop,Chrome|MacOS,FALSE,17,7,0.39
SESSION_0672,6/19/2024,332,404,mobile,Chrome|Android,FALSE,37,4,0.27
SESSION_0673,5/1/2024,375,404,mobile,Chrome|Android,TRUE,57,13,0.39
SESSION_0674,5/19/2024,423,403,desktop,Chrome|Windows,FALSE,40,6,0.46
SESSION_0675,5/28/2024,312,402,tablet,Chrome|Android,FALSE,25,1,0.39
SESSION_0676,6/4/2024,312,404,desktop,Safari|MacOS,FALSE,23,6,0.61
SESSION_0677,4/15/2024,367,404,desktop,Firefox|Windows,FALSE,52,12,0.1
SESSION_0678,3/24/2024,334,404,mobile,Safari|iOS,FALSE,34,5,0.31
SESSION_0679,3/25/2024,315,404,desktop,Chrome|Windows,FALSE,65,14,0.32
SESSION_0680,5/15/2024,348,403,mobile,Firefox|Android,TRUE,50,7,0.27
SESSION_0681,5/15/2024,301,402,desktop,Edge|MacOS,FALSE,38,9,0.42
SESSION_0682,4/5/2024,340,403,desktop,Safari|MacOS,FALSE,52,11,0.28
SESSION_0683,3/13/2024,384,404,desktop,Chrome|Windows,FALSE,70,17,0.31
SESSION_0684,6/14/2024,318,404,desktop,Firefox|MacOS,FALSE,35,10,0.31
SESSION_0685,6/20/2024,394,403,desktop,Chrome|Windows,FALSE,42,9,
SESSION_0686,3/19/2024,335,402,desktop,Firefox|MacOS,FALSE,65,15,0.11
SESSION_0687,3/4/2024,363,403,desktop,Chrome|iOS,FALSE,65,13,0.31
SESSION_0688,3/4/2024,307,404,mobile,Safari|iOS,FALSE,67,11,0.42
SESSION_0689,3/31/2024,313,404,desktop,Chrome|Windows,FALSE,62,11,0.1
SESSION_0690,4/21/2024,399,403,tablet,Chrome|Android,FALSE,70,16,0.02
SESSION_0691,5/27/2024,302,404,desktop,Chrome|Windows,FALSE,33,6,0.55
SESSION_0692,6/11/2024,301,403,mobile,Safari|iOS,FALSE,19,3,0.39
SESSION_0693,4/3/2024,301,403,desktop,Chrome|Windows,FALSE,48,9,0.29
SESSION_0694,4/2/2024,336,403,desktop,Edge|Windows,FALSE,34,8,0.33
SESSION_0695,6/25/2024,322,404,desktop,Edge|Windows,FALSE,31,8,0.31
SESSION_0696,3/2/2024,353,404,desktop,Firefox|Windows,FALSE,58,13,0.42
SESSION_0697,3/5/2024,301,403,desktop,Edge|Windows,FALSE,57,15,0.36
SESSION_0698,4/15/2024,393,403,tablet,Chrome|Android,FALSE,30,7,0.41
SESSION_0699,6/29/2024,313,403,desktop,Chrome|Windows,FALSE,12,2,0.31
SESSION_0700,3/22/2024,417,403,desktop,Chrome|Windows,FALSE,71,12,0.37
